label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Others,43,173,29,31,FieldPos238_EDOF_RGB.tiff_02_01.png,566,483
Others,33,133,33,54,FieldPos238_EDOF_RGB.tiff_02_01.png,566,483
Others,49,247,50,55,FieldPos238_EDOF_RGB.tiff_02_01.png,566,483
Others,108,351,50,48,FieldPos238_EDOF_RGB.tiff_02_01.png,566,483
Others,162,412,57,41,FieldPos238_EDOF_RGB.tiff_02_01.png,566,483
Others,395,392,47,38,FieldPos238_EDOF_RGB.tiff_02_01.png,566,483
Others,34,390,54,54,FieldPos238_EDOF_RGB.tiff_02_01.png,566,483
Others,42,362,43,48,FieldPos238_EDOF_RGB.tiff_02_01.png,566,483
Others,45,337,55,52,FieldPos238_EDOF_RGB.tiff_02_01.png,566,483
Others,95,285,52,58,FieldPos238_EDOF_RGB.tiff_02_01.png,566,483
Others,32,212,42,31,FieldPos238_EDOF_RGB.tiff_02_01.png,566,483
Others,244,407,49,43,FieldPos238_EDOF_RGB.tiff_02_01.png,566,483
Others,50,407,72,41,FieldPos238_EDOF_RGB.tiff_02_01.png,566,483
Others,531,390,35,59,FieldPos238_EDOF_RGB.tiff_02_01.png,566,483
Others,468,429,42,24,FieldPos238_EDOF_RGB.tiff_02_01.png,566,483
Target,334,105,51,65,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Target,305,160,68,55,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Target,459,197,52,66,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Sickle,98,257,62,46,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Sickle,374,90,81,44,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Sickle,50,347,116,58,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Sickle,98,272,34,60,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Target,479,331,47,51,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,358,294,51,54,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,310,263,51,49,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,359,232,39,42,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,312,224,63,44,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,424,156,57,51,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,373,135,53,63,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,358,49,50,59,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,314,58,47,49,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,253,2,58,55,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,217,51,55,54,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,242,121,45,58,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,191,175,51,39,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,182,277,49,45,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,93,175,47,45,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,148,151,47,52,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,175,95,50,53,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,152,85,71,42,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,152,20,48,42,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,83,56,52,60,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,42,100,50,41,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,9,42,52,55,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,36,7,63,44,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,456,5,62,58,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,508,56,28,56,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,502,126,35,58,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Sickle,391,230,51,61,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,409,256,35,39,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,446,229,42,62,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,494,272,40,45,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,435,258,40,50,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,155,260,43,59,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,64,211,53,60,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,32,163,55,49,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,10,270,54,48,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,33,373,48,43,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,87,359,45,42,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,63,376,42,44,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,19,398,43,49,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,81,298,48,47,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,191,306,75,59,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,159,351,38,51,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,210,374,59,37,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,191,388,38,58,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,264,399,47,48,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,332,375,42,37,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,387,387,48,43,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,426,358,43,37,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,443,378,48,45,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,310,421,59,30,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,431,424,49,27,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Others,2,181,20,54,FieldPos238_EDOF_RGB.tiff_02_02.png,566,483
Sickle,220,170,110,23,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Sickle,409,393,76,40,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Sickle,234,238,72,37,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Sickle,30,249,61,28,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Sickle,202,181,36,65,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,203,215,45,48,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,64,370,57,57,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,42,336,50,60,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,497,362,52,44,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,534,336,32,43,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,458,243,57,40,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,435,217,58,43,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,398,175,43,54,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,386,105,49,57,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,192,89,56,66,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,243,108,48,52,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,361,38,47,35,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,376,27,49,35,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,533,49,33,42,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,502,64,53,57,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,502,104,53,45,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,525,151,40,49,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,80,97,50,58,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,50,92,48,50,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,90,85,54,42,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,29,118,35,58,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,64,159,46,46,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,115,143,48,48,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,109,180,60,35,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,139,246,54,58,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,134,231,44,40,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,29,295,26,53,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,52,268,56,56,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,93,298,65,68,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,81,292,43,46,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,209,315,62,46,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,214,356,66,42,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,197,261,59,58,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,325,197,53,52,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,259,259,48,48,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,291,146,57,54,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,325,147,63,50,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,274,40,51,55,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,216,29,49,41,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,56,33,50,25,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,370,241,45,42,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,322,309,49,55,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,375,322,45,48,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,276,375,46,56,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,284,408,52,58,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,408,441,46,40,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,455,448,57,35,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,496,401,54,56,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,436,78,48,54,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,106,460,54,20,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,175,144,54,48,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Others,373,253,51,44,FieldPos242_EDOF_RGB.tiff_01_01.png,566,483
Sickle,299,66,61,70,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Sickle,1,61,50,63,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Crystal,4,107,75,45,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Crystal,459,213,67,26,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Crystal,428,242,56,27,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Crystal,443,169,73,48,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Crystal,154,118,74,41,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Sickle,131,321,91,51,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Sickle,306,360,59,83,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Crystal,325,288,64,48,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,359,333,58,52,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,454,382,57,59,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,316,200,48,57,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,429,60,48,48,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,369,30,57,49,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,303,32,56,44,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,200,31,48,37,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,81,32,67,21,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,56,50,58,51,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,70,124,54,60,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,48,226,61,54,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,86,188,68,52,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,154,172,68,62,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,142,75,58,45,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,220,126,56,38,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,275,135,44,51,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,237,181,50,36,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,258,223,55,44,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,403,205,25,44,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,511,41,25,75,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,462,84,62,39,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,475,132,42,38,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,511,143,23,57,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,381,92,70,55,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Crystal,337,115,62,45,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,358,142,57,46,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,411,152,49,46,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,346,262,35,43,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Sickle,58,465,49,15,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,199,277,39,46,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,145,303,54,42,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,100,269,46,50,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,19,272,54,54,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,64,319,45,47,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,83,342,43,43,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,12,339,56,52,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,2,382,28,46,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,10,419,48,51,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,108,398,64,56,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,282,319,45,41,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,227,419,44,42,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,254,426,47,42,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,491,441,42,37,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,276,398,51,50,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,428,462,51,18,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Others,213,463,49,17,FieldPos242_EDOF_RGB.tiff_01_02.png,566,483
Sickle,291,223,122,35,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Crystal,225,212,74,37,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Sickle,361,418,68,33,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Sickle,290,259,66,57,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Sickle,288,259,54,29,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Sickle,30,376,25,31,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Crystal,126,31,44,63,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Crystal,380,141,53,41,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,84,269,55,49,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,92,296,48,41,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,90,220,45,43,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,99,152,53,63,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,146,144,54,65,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,189,170,54,34,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,214,60,63,64,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,267,0,55,59,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,316,22,52,41,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,341,59,46,37,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,316,82,43,58,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,264,105,49,42,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,418,39,70,62,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,493,9,47,53,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,70,17,46,54,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,104,0,55,32,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,47,22,46,60,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,39,146,51,58,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,32,203,28,50,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,30,303,42,37,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,333,137,52,49,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,366,168,43,46,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,395,124,62,89,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,291,188,65,53,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,449,124,38,44,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,460,132,53,56,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,528,98,37,71,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,501,175,62,51,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,483,247,57,58,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,432,259,46,54,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,291,322,62,53,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,361,352,51,42,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,451,344,58,62,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,531,297,35,47,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,541,356,25,53,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,261,367,55,46,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,175,373,51,45,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,124,391,54,58,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,33,409,23,37,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,30,344,40,30,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,33,104,17,45,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,363,312,43,35,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,308,420,49,29,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,210,431,32,18,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,546,245,18,49,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,106,426,49,25,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,516,0,48,25,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,456,2,57,20,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Others,31,11,12,56,FieldPos242_EDOF_RGB.tiff_02_01.png,566,483
Crystal,325,158,50,43,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Sickle,412,36,54,62,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Sickle,488,180,24,54,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Sickle,0,231,41,75,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Sickle,33,2,71,29,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Sickle,58,361,74,57,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,161,124,51,45,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,162,4,50,41,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,76,92,52,51,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,112,135,45,54,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,36,39,49,48,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,42,70,46,40,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,0,163,47,59,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,2,101,20,59,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Crystal,291,12,65,31,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,211,0,45,33,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,284,35,49,41,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,270,64,62,54,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,259,112,51,45,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,247,135,51,38,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,194,112,43,59,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,155,160,59,49,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,182,189,38,45,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,223,203,42,45,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,312,138,54,45,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,375,119,48,48,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,372,5,49,40,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,425,0,61,28,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,474,30,60,49,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,475,124,49,48,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,432,174,46,52,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,412,191,45,48,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,370,198,40,50,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,314,208,54,61,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,338,238,51,51,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,291,210,48,56,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,248,236,48,46,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,123,253,58,60,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,112,203,51,52,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,94,191,54,48,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
Others,10,240,47,51,FieldPos242_EDOF_RGB.tiff_02_02.png,566,483
